Streetname,Street Range (FROM - TO),Postcode,Area
Οδυσσέως,,7102,Αραδίππου
Οθέλλου,,6016,Λάρνακα
Οθέλλου,,7104,Αραδίππου
Οιδίποδος,,6058,Λάρνακα
Οιδίποδος,,7103,Αραδίππου
Οκκουλάρ,,6025,Λάρνακα
Ολυμπιάδος,,7100,Αραδίππου
Ολυμπίας,,6058,Λάρνακα
Ολύμπου,,6046,Λάρνακα
Ολύμπου,,7103,Αραδίππου
Ομήρου,,6021,Λάρνακα
Ομήρου,,7102,Αραδίππου
Ομονοίας,,6058,Λάρνακα
Ονασαγόρου,,6045,Λάρνακα
Ονείρων,,7102,Αραδίππου
Ονησίλου,,6025,Λάρνακα
Ονησίλου,,7104,Αραδίππου
Ονουφρίου Κληρίδη,,6027,Λάρνακα
Ορεστιάδος,,6018,Λάρνακα
Ορεστιάδος,,7100,Αραδίππου
Ορέστου,,7103,Αραδίππου
Ορθοδοξίας,,7101,Αραδίππου
Ορφέως,,6015,Λάρνακα
Ορφέως,,7100,Αραδίππου
Ορωπού,,6040,Λάρνακα
Ουμ Χαράμ,"1 - 63, 2 - 60",6026,Λάρνακα
Ουμ Χαράμ,62 - τ. 69 - τ.,6027,Λάρνακα
Ουσκουντάρ,,6027,Λάρνακα
Π,,,
Παγκρατίου,,7104,Αραδίππου
Παιανίας,,6040,Λάρνακα
Παλαιάς Αγοράς,,6022,Λάρνακα
Παλαικύθρου,,7100,Αραδίππου
Παλαιπάφου,,6025,Λάρνακα
Παλαιών Πατρών Γερμανού,,6013,Λάρνακα
Παλαιών Πατρών Γερμανού,,7104,Αραδίππου
Πάμπλο Πικάσσο,,6035,Λάρνακα
Παναγίας Αιματούσης Λεωφόρος,,7101,Αραδίππου
Παναγίωτη Κανελλοπούλου,,6057,Λάρνακα
Παναγιώτη Κάσπη,,6056,Λάρνακα
Παναγιώτη Κάσπη,,7103,Αραδίππου
Πανδώρας,,6042,Λάρνακα
Πανίδος,,6042,Λάρνακα
Πανίδος,,7100,Αραδίππου
Πανοράματος,,7104,Αραδίππου
Πανός,,6041,Λάρνακα
Παντελή Κοντού,,7104,Αραδίππου
Παντελή Λέκου,,6013,Λάρνακα
Παντελή Μηχανικού,,6047,Λάρνακα
Παντελή Μιχαηλά,,7104,Αραδίππου
Παπουτσιαλίκ,,6026,Λάρνακα
Παραδείσου,,6052,Λάρνακα
Παρασκευά Ιωάννου,,6021,Λάρνακα
Πάριδος,,6035,Λάρνακα
Παρνασσού,,7102,Αραδίππου
Πάρνηθος,,7102,Αραδίππου
Πάρου,,6037,Λάρνακα
Πάρου,,7100,Αραδίππου
Πασιάδου,,6030,Λάρνακα
Πασικράτους,,7101,Αραδίππου
Πασιφάης,,6059,Λάρνακα
Παστέρ,,6025,Λάρνακα
Πατησίων,,7104,Αραδίππου
Πάτμου,,7100,Αραδίππου
Πατριάρχου Αθηναγόρου,,7104,Αραδίππου
Πατριάρχου Γρηγορίου Ε',,7104,Αραδίππου
Πατρικίου,,6055,Λάρνακα
Πατρικίου,,7104,Αραδίππου
Πατρικίου Λουμούμπα,,6050,Λάρνακα
Πατρόκλου,,6013,Λάρνακα
Πατρόκλου,,7101,Αραδίππου
Πατρών,,6051,Λάρνακα
Παύλου Βαλδασερίδη,,6018,Λάρνακα
Παύλου Βαλσαμάκη,,6026,Λάρνακα
Παύλου Κουντουριώτη,,6052,Λάρνακα
Παύλου Κριναίου,,6042,Λάρνακα
Παύλου Λιασίδη,,6043,Λάρνακα
Παύλου Λιασίδη,,7102,Αραδίππου
Παύλου Μελά,,6046,Λάρνακα
Παύλου Μελά,,7104,Αραδίππου
Παύλου Μιχαηλά,,7104,Αραδίππου
Παύλου Νιρβάνα,,6046,Λάρνακα
Παυσανίου,,7101,Αραδίππου
Πάφου,,7102,Αραδίππου
Πειραιώς,,6040,Λάρνακα
Πειραιώς,,7101,Αραδίππου
Πελοπίδου,,7104,Αραδίππου
Πελοποννήσου,,6042,Λάρνακα
Πεντάγειας,,7100,Αραδίππου
Πενταδακτύλου,,6060,Λάρνακα
Πενταδακτύλου,,7101,Αραδίππου
Πεντέλης,,6043,Λάρνακα
Πεντέλης,,7103,Αραδίππου
Περικλέους,,6021,Λάρνακα
Περικλέους,,7104,Αραδίππου
Περιστερίου,,6018,Λάρνακα
Περιστερωνοπηγής,,6055,Λάρνακα
Περσεφόνης,,6050,Λάρνακα
Περσεφόνης,,7103,Αραδίππου
Περσέως Πλατεία,,6056,Λάρνακα
Πέτα,,6045,Λάρνακα
Πετράκη Γιάλλουρου,,6030,Λάρνακα
Πετράκη Γιάλλουρου,,7102,Αραδίππου
Πετράκη Κυπριανού,,6050,Λάρνακα
Πετράκη Κυπριανού,,7104,Αραδίππου
Πετρόμπεη Μαυρομιχάλη,,6047,Λάρνακα
Πετρόμπεη Μαυρομιχάλη,,7103,Αραδίππου
Πέτρου Τσαϊκόφσκυ,,6036,Λάρνακα
Πηγάσου Πλατεία,,6056,Λάρνακα
Πηγάσου,,7105,Αραδίππου
Πηγής,,7104,Αραδίππου
Πηλίου,,6037,Λάρνακα
Πηνειού,,7104,Αραδίππου
Πηνελόπης,,6057,Λάρνακα
Πηνελόπης,,7102,Αραδίππου
Πηνελόπης Δέλτα,,6047,Λάρνακα
Πιγιαλέ Πασά,,6026,Λάρνακα
Πιερίας,,6036,Λάρνακα
Πινδάρου,,6057,Λάρνακα
Πινδάρου,,7105,Αραδίππου
Πίνδου,,6057,Λάρνακα
Πίνδου,,7104,Αραδίππου
Πλαταιών,,6051,Λάρνακα
Πλαταιών,,7103,Αραδίππου
Πλάτωνος,,6036,Λάρνακα
Πλάτωνος,,7104,Αραδίππου
Πλουτάρχου,,6015,Λάρνακα
Πλούτωνος,,6046,Λάρνακα
Πλούτωνος,,7102,Αραδίππου
Πολυγύρου,,6018,Λάρνακα
Πολυτεχνείου,,6047,Λάρνακα
Πολυτεχνείου,,7101,Αραδίππου
Πολυφήμου,,6052,Λάρνακα
Πομπηίας,,7103,Αραδίππου
Πόντου,,6027,Λάρνακα
Ποσειδώνος,,6047,Λάρνακα
Ποσειδώνος,,7101,Αραδίππου
Ποταμού Ιαξάρτου,,6041,Λάρνακα
Ποταμού Ινδού,,6042,Λάρνακα
Ποταμού Ιφάσου,,6041,Λάρνακα
Ποταμού Οξού,,6051,Λάρνακα
Πότι,,6052,Λάρνακα
Πούλιας,,7104,Αραδίππου
Πούσκιν,,6045,Λάρνακα
Πραξιτέλους,,6047,Λάρνακα
Πραξιτέλους,,7102,Αραδίππου
Πρεβέζης,,6025,Λάρνακα
Πρεβέζης,,7102,Αραδίππου
Πριάμου,,6013,Λάρνακα
Πριάμου,,7102,Αραδίππου
Πριγκιπίσσης Ζεχρά,,6026,Λάρνακα
Προδρόμου,,6051,Λάρνακα
Πρόκνης,,6055,Λάρνακα
Προμαχώνος,,6018,Λάρνακα
Προμηθέως,,6011,Λάρνακα
Προμηθέως,,7101,Αραδίππου
Προύσης,,6051,Λάρνακα
Πτολεμαΐδος,,6046,Λάρνακα
Πτολεμαίων,,6036,Λάρνακα
Πτολεμαίων,,7100,Αραδίππου
Πυγμαλίωνος,,7101,Αραδίππου
Πυθαγόρου,,6035,Λάρνακα
Πυθαγόρου,,7103,Αραδίππου
Πυθίας,,7102,Αραδίππου
Πώλ Δαρράς,,6043,Λάρνακα
Ρ,,,
Ραφαήλ Σάντι,,6052,Λάρνακα
Ραφήνας,,6040,Λάρνακα
Ραφήνας,,7104,Αραδίππου
Ρέας,,7103,Αραδίππου
Ρεθύμνου,,6030,Λάρνακα
Ρέμπραντ,,6057,Λάρνακα
Ρένου Πρέντζα,,6031,Λάρνακα
Ρήγα Φεραίου,,6013,Λάρνακα
Ρήγα Φεραίου,,7104,Αραδίππου
Ρηγαίνης,,6011,Λάρνακα
Ρηγαίνης,,7104,Αραδίππου
Ριζοελιάς,,7101,Αραδίππου
Ριζοκαρπάσου,,6047,Λάρνακα
Ριζοκαρπάσου,,7100,Αραδίππου
Ρίμινι,,6025,Λάρνακα
Ροδόπης,,7100,Αραδίππου
Ρόδου,,7100,Αραδίππου
Ρόδων,,6030,Λάρνακα
Ρούμελης,,6036,Λάρνακα
Ρούμελης,,7102,Αραδίππου
Ρούμπενς,,6028,Λάρνακα
Σ,,,
Σάββα Ροτσίδη,,6030,Λάρνακα
Σαΐντ Μεχμέτ Αγά,,6026,Λάρνακα
Σαίξπηρ,,6027,Λάρνακα
Σακάρια,,6026,Λάρνακα
Σαλαμίνος,,6017,Λάρνακα
Σαλαμίνος,,7103,Αραδίππου
Σαλβαδόρ Νταλί ,,6035,Λάρνακα
Σάμου,,6035,Λάρνακα
Σάμου,,7100,Αραδίππου
Σαντορίνης,,7102,Αραδίππου
Σαρωνικού,,7102,Αραδίππου
Σαφάκ,,6025,Λάρνακα
Σειρήνων,,6046,Λάρνακα
Σειρίου,,6053,Λάρνακα
Σελίμ B',,6025,Λάρνακα
Σεμέλης,,7103,Αραδίππου
Σερρών,1 - τ.,7100,Αραδίππου
Σερρών,2 - τ.,6041,Λάρνακα
Σεϋχάν,,6026,Λάρνακα
Σεχίντ Αϊντίν Βελεντίν,,6025,Λάρνακα
Σεχίντ Οζάτ Αλή,,6027,Λάρνακα
Σιδηροκάστρου,,6018,Λάρνακα
Σίμου Μενάρδου,,6015,Λάρνακα
Σιοπέν,,6042,Λάρνακα
Σιούμαν,,6041,Λάρνακα
Σιούμπερτ,,6028,Λάρνακα
Σιττικά Χανούμ,,6051,Λάρνακα
Σκύρου,,7102,Αραδίππου
Σμύρνης,,6051,Λάρνακα
Σμύρνης,,7103,Αραδίππου
Σολομώντος Φραγκουλίδη,,6042,Λάρνακα
Σόλων,,6025,Λάρνακα
Σόλωνος,,6035,Λάρνακα
Σόλωνος,,7104,Αραδίππου
Σόλωνος Μιχαηλίδη,,6056,Λάρνακα
Σούδας,,6030,Λάρνακα
Σουλίου,,7104,Αραδίππου
Σουνίου,,6040,Λάρνακα
Σουνίου,,7104,Αραδίππου
Σοφίας Βέμπο,,6042,Λάρνακα
Σοφοκλέους,,6057,Λάρνακα
Σοφοκλέους,,7104,Αραδίππου
Σπαθαρικού,,6047,Λάρνακα
Σπαθαρικού,,7104,Αραδίππου
Σπάρτης,,6025,Λάρνακα
Σπάρτης,,7101,Αραδίππου
Σπάτων,,6040,Λάρνακα
Σπερχειού,,7101,Αραδίππου
Σπετσών,,6018,Λάρνακα
Σπετσών,,7102,Αραδίππου
Σποράδων,,7101,Αραδίππου
Σπυρίδωνος Τρικούπη,,6053,Λάρνακα
Σπύρου Κυπριανού Λεωφόρος,1 - 21,6018,Λάρνακα
Σπύρου Κυπριανού Λεωφόρος,2 - 38,6058,Λάρνακα
Σπύρου Κυπριανού Λεωφόρος,23 - 35,6013,Λάρνακα
Σπύρου Κυπριανού Λεωφόρος,37 - 87,6051,Λάρνακα
Σπύρου Κυπριανού Λεωφόρος,40 - 78,6057,Λάρνακα
Σπύρου Κυπριανού Λεωφόρος,80 - 82,6053,Λάρνακα
Σπύρου Κυπριανού Λεωφόρος,84 - 104,6052,Λάρνακα
Σπύρου Κυπριανού Λεωφόρος,89 - τ. 106 - τ.,6047,Λάρνακα
Σπύρου Κυπριανού Λεωφόρος,,7102,Αραδίππου
Σταδίου,"1 - 33, 2 - 36",6021,Λάρνακα
Σταδίου,35 - τ. 38 - τ.,6020,Λάρνακα
Σταδίου Λεωφόρος,,7103,Αραδίππου
Στάλινγκραντ,,6025,Λάρνακα
Στασικράτους,,7104,Αραδίππου
Στασίνου,,6023,Λάρνακα
Στασίνου,,7104,Αραδίππου
Σταυραετού,,7105,Αραδίππου
Σταυροβουνίου,"1 - 3, 2 - 4",6037,Λάρνακα
Σταυροβουνίου,6 - τ. 7 - τ.,6036,Λάρνακα
Σταυροδρομίου,"1 - 15, 4 - 20",6010,Λάρνακα
Σταυροδρομίου,"19 - 41, 22 - 42",6050,Λάρνακα
Σταυροδρομίου,43 - τ. 44 - τ.,6045,Λάρνακα
Σταύρου Ποσκώτη,,6017,Λάρνακα
Στράβωνος,,6035,Λάρνακα
Στράτη Μυριβήλη,,6052,Λάρνακα
Στρατηγού Γκιάνι Τιμάγια Λεωφόρος,1 - 25,6051,Λάρνακα
Στρατηγού Γκιάνι Τιμάγια Λεωφόρος,2 - 26,6047,Λάρνακα
Στρατηγού Γκιάνι Τιμάγια Λεωφόρος,27 - 31,6045,Λάρνακα
Στυλιανού Αποστολίδη,,6021,Λάρνακα
Στυλιανού Λένα,,6021,Λάρνακα
Στυλιανού Λένα,,7102,Αραδίππου
Στυλιανού Χουρμουζίου,,6056,Λάρνακα
Στυμφαλίδων,,6046,Λάρνακα
Στυμφαλίδων,,7102,Αραδίππου
Σύμης,,7104,Αραδίππου
Σύμπαντος,,6053,Λάρνακα
Συνεργατισμού,,6018,Λάρνακα
Συνταγματάρχη Κωνσταντίνου Δαβάκη,,7104,Αραδίππου
Σύρου,,7101,Αραδίππου
Σφιγγός,,6059,Λάρνακα
Σφιγγός,,7104,Αραδίππου
Σωκράτους,,6036,Λάρνακα
Σωκράτους,,7104,Αραδίππου
Σωπάτρου,,6020,Λάρνακα
Σωτήρος,,6010,Λάρνακα
Σωτήρος,,7101,Αραδίππου
Σωφρονίου Χριστοδούλου,,6016,Λάρνακα
Τ,,,
Τάκη Βασιλείου,,6041,Λάρνακα
Τάκη Βασιλείου,,7100,Αραδίππου
Ταμασού,,7100,Αραδίππου
Τανζιμάτ,,6026,Λάρνακα
Τάσου Κωνσταντίνου,,6030,Λάρνακα
Τάσου Μητσόπουλου,"1 - 3, 2 - 34",6027,Λάρνακα
Τάσου Μητσόπουλου,5 - τ. 36 - τ.,6028,Λάρνακα
Τάσου Μητσόπουλου Πάροδος,,6027,Λάρνακα
Τάσου Παπαθανασίου,,7104,Αραδίππου
Τάσσου Παπαδοπούλου Λεωφόρος,,6019,Λάρνακα
Ταϋγέτου,,6057,Λάρνακα
Ταϋγέτου,,7100,Αραδίππου
Τέλλου 'Αγρα,,6041,Λάρνακα
Τεμπών,,7102,Αραδίππου
Τενέδου,,6043,Λάρνακα
Τερρα Όμβρας,,6015,Λάρνακα
Τέρρα Σάντας,,6012,Λάρνακα
Τερψιθέας,,6057,Λάρνακα
Τερψιχόρης,,6057,Λάρνακα
Τερψιχόρης,,7103,Αραδίππου
Τεύκρου,,6011,Λάρνακα
Τεύκρου Ανθία,,6045,Λάρνακα
Τζένης Καρέζη,,6030,Λάρνακα
Τζων Γκλεν,,6031,Λάρνακα
Τζων Κέννεντυ Πλατεία,,6023,Λάρνακα
Τηλεμάχου,,7101,Αραδίππου
Τήνου,,6036,Λάρνακα
Τήνου,,7103,Αραδίππου
Τιλλιρίας,,7101,Αραδίππου
Τιμίου Σταυρού,,7101,Αραδίππου
Τιτάνων,,6047,Λάρνακα
Τιτάνων,,7104,Αραδίππου
Τοξότου,,6056,Λάρνακα
Τοργούτ Ρεΐς,,6026,Λάρνακα
Τουζχανέ,,6027,Λάρνακα
Τουράν,,6026,Λάρνακα
Τουρκ Μεχτεμπέ,,6045,Λάρνακα
Τρεμετουσιάς,,6056,Λάρνακα
Τρεμετουσιάς,,7100,Αραδίππου
Τρικάλων,,6037,Λάρνακα
Τρικάλων,,7102,Αραδίππου
Τρικώμου,,6055,Λάρνακα
Τρικώμου,,7104,Αραδίππου
Τριπόλεως,,6036,Λάρνακα
Τριπόλεως,,7102,Αραδίππου
Τρίτωνος,,6047,Λάρνακα
Τριών Ιεραρχών,,6037,Λάρνακα
Τριών Ιεραρχών,,7101,Αραδίππου
Τροίας,,6013,Λάρνακα
Τροίας,,7104,Αραδίππου
Τροόδους,,6060,Λάρνακα
Τρυπημένης,,7101,Αραδίππου
Τσακιλερό,,6047,Λάρνακα
Τύμβου,,7101,Αραδίππου
Τυρνάβου,,6037,Λάρνακα
Υ,,,
Υακίνθου,,6053,Λάρνακα
Ύδρας,,6018,Λάρνακα
Ύδρας,,7103,Αραδίππου
Υδροχόου,,6056,Λάρνακα
Υμηττού,,6043,Λάρνακα
Υμηττού,,7101,Αραδίππου
Υψιπύλης,,6052,Λάρνακα
Φ,,,
Φαίδρας,,6059,Λάρνακα
Φαλήρου,,6017,Λάρνακα
Φαλήρου,,7102,Αραδίππου
Φαναρίου,,6057,Λάρνακα
Φαναρίου,,7100,Αραδίππου
Φανερωμένης Λεωφόρος,"1 - 85, 2 - 60",6025,Λάρνακα
Φανερωμένης Λεωφόρος,"62 - 138, 87 - 161",6031,Λάρνακα
Φανερωμένης Λεωφόρος,"140 - 186, 163 - 193",6035,Λάρνακα
Φανερωμένης Λεωφόρος,188 - τ. 195 - τ.,6037,Λάρνακα
Φαρσάλων,,6037,Λάρνακα
Φατίχ,,6050,Λάρνακα
Φεδερίκου Γκαρθία Λόρκα,,6028,Λάρνακα
Φειδίου,,6011,Λάρνακα
Φιλαδελφείας,,6042,Λάρνακα
Φιλελλήνων,,6037,Λάρνακα
Φιλελλήνων,,7100,Αραδίππου
Φιλίας,,6056,Λάρνακα
Φιλικής Εταιρείας,,6057,Λάρνακα
Φίλιου Ζαννέτου,,6022,Λάρνακα
Φίλιου Τσιγαρίδη,,6023,Λάρνακα
Φιλοκτήτου,,7101,Αραδίππου
Φιλοκύπρου,,6045,Λάρνακα
Φιλομήλας,,6055,Λάρνακα
Φιλονόης,,6041,Λάρνακα
Φιλοπάππου,,6028,Λάρνακα
Φιλοπάππου,,7103,Αραδίππου
Φιλοσόφου Αριστοτέλους,,6021,Λάρνακα
Φιλύρας,,6059,Λάρνακα
Φλέμιγκ,,6025,Λάρνακα
Φλωρίνης,,6046,Λάρνακα
Φλωρίνης,,7104,Αραδίππου
Φραγκλίνου Ρούσβελτ,,6010,Λάρνακα
Φρίξου Παναγιώτου,,6051,Λάρνακα
Φωκίδος,,6018,Λάρνακα
Φωκίωνος,,6036,Λάρνακα
Φωκίωνος,,7101,Αραδίππου
Φώτη Κόντογλου,,6057,Λάρνακα
Φώτη Πίττα,,6030,Λάρνακα
Φώτη Πίττα Λεωφόρος,,7103,Αραδίππου
Χ,,,
Χάϊντενσταμ,,6020,Λάρνακα
Χαιρωνείας,,6037,Λάρνακα
Χαλεύκας,,6056,Λάρνακα
Χαλεύκας,,7101,Αραδίππου
Χαλκηδόνος,,7101,Αραδίππου
Χάλκης,,7100,Αραδίππου
Χαλκιδικής,,7101,Αραδίππου
Χαλκίδος,,6031,Λάρνακα
Χαλκίδος,,7104,Αραδίππου
Χαμίτ Μπέη,"1 - 13, 2 - 20",6050,Λάρνακα
Χαμίτ Μπέη,15 - τ. 22 - τ.,6045,Λάρνακα
Χαμίτ Μπέη Πλατεία,,6050,Λάρνακα
Χανίων,,6030,Λάρνακα
Χαράλαμπου Μούσκου,,7103,Αραδίππου
Χαράλαμπου Πατσίδη,,6042,Λάρνακα
Χαριλάου Τρικούπη,,6053,Λάρνακα
Χαριλάου Τρικούπη,,7100,Αραδίππου
Χάρινγκεϊ,,6041,Λάρνακα
Χάριτος,,6041,Λάρνακα
Χάριτος,,7102,Αραδίππου
Χατζή Ιμπραχίμ,,6026,Λάρνακα
Χατζή Ομέρ,,6026,Λάρνακα
Χατιτζέ,,6050,Λάρνακα
Χίμαιρας,,6017,Λάρνακα
Χίου,,6035,Λάρνακα
Χίου,,7102,Αραδίππου
Χλόης,,6031,Λάρνακα
Χλόης,,7100,Αραδίππου
Χλωρίδος,,6047,Λάρνακα
Χουρριγιέτ,,6050,Λάρνακα
Χριστάκη Πτωχοπούλου,,6045,Λάρνακα
Χριστοδούλου Γαλατοπούλου,,6047,Λάρνακα
Χριστοδούλου Ιακωβίδη,,6045,Λάρνακα
Χριστοδούλου Κούππα,,6045,Λάρνακα
Χριστοδούλου Σώζου,,7104,Αραδίππου
Χριστοδούλου Χριστοδούλου,,6051,Λάρνακα
Χρίστου Καρατζά,,6042,Λάρνακα
Χρίστου Καψάλη,,6013,Λάρνακα
Χρίστου Σαμάρα,,7104,Αραδίππου
Χριστοφόρου Σάββα,,6037,Λάρνακα
Χρυσανθέμων,,6041,Λάρνακα
Χρυσογαλακτούσης,,6050,Λάρνακα
Χρυσοπολιτίσσης,,6015,Λάρνακα
Χρυσουπόλεως,,6041,Λάρνακα
Χύτρων,,7101,Αραδίππου
Χωροφυλακής,,6036,Λάρνακα
Ψ,,,
Ψαρών,,6013,Λάρνακα
Ψαρών,,7104,Αραδίππου
Ψηλορείτη,"1 - 21, 2 - 22",6058,Λάρνακα
Ψηλορείτη,23 - τ. 24 - τ.,6059,Λάρνακα
Ψηλορείτη,,7101,Αραδίππου
Ω,,,
Ωκεανίδων,,6041,Λάρνακα
Ωραίας Ελένης,,6059,Λάρνακα
Ωρών,,6041,Λάρνακα
